# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Apr 30 02:35:22 2026
#
# User preference: *
#
# CONSTRAINT:  where (pl_radestr > 0
# CONSTRAINT:  and pl_massestr > 0)
# CONSTRAINT:  order by pl_rade asc
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_masse:       Planet Mass [Earth Mass]
# COLUMN pl_masseerr1:   Planet Mass [Earth Mass] Upper Unc.
# COLUMN pl_masseerr2:   Planet Mass [Earth Mass] Lower Unc.
# COLUMN pl_masselim:    Planet Mass [Earth Mass] Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,st_mass,st_masserr1,st_masserr2,st_masslim
EPIC 220674823 c,EPIC 220674823,1,1,2,2.71200000,0.07100000,-0.07100000,0,7.90000000,2.10000000,-2.10000000,0,0.913000,0.024000,-0.024000,0
K2-182 b,K2-182,1,1,1,2.71257333,0.11096891,-0.09079274,0,20.97667486,5.40308292,-5.08525451,0,0.823000,0.036000,-0.033000,0
Kepler-26 c,Kepler-26,1,1,4,2.72000000,0.12000000,-0.12000000,0,6.20000000,0.65000000,-0.65000000,0,0.544000,0.025000,-0.025000,0
Kepler-307 c,Kepler-307,0,1,2,2.72000000,0.31000000,-0.30000000,0,3.90000000,0.70000000,-0.69000000,0,0.950000,0.060000,-0.050000,0
TOI-561 d,TOI-561,0,1,4,2.72148317,0.11439872,-0.09602034,0,11.00000000,1.80000000,-1.80000000,0,0.760100,0.024500,-0.018700,0
TOI-125 b,TOI-125,1,1,3,2.72600000,0.07500000,-0.07500000,0,9.50000000,0.88000000,-0.88000000,0,0.859000,0.044000,-0.038000,0
HIP 41378 c,HIP 41378,1,1,6,2.72700000,0.06000000,-0.06000000,0,4.40000000,1.10000000,-1.10000000,0,1.160000,0.040000,-0.040000,0
HD 73583 c,HD 73583,0,1,2,2.73000000,0.12000000,-0.11000000,0,22.50000000,5.00000000,-5.50000000,0,0.702000,0.026000,-0.025000,0
K2-266 e,K2-266,1,2,4,2.73000000,0.14000000,-0.11000000,0,14.30000000,6.40000000,-5.00000000,0,0.686000,0.033000,-0.033000,0
Kepler-11 c,Kepler-11,0,1,6,2.73000000,0.20000000,-0.17000000,0,5.90000000,3.60000000,-2.90000000,0,0.920000,,,0
GJ 1214 b,GJ 1214,1,1,1,2.73300000,0.03300000,-0.03100000,0,8.41000000,0.36000000,-0.35000000,0,0.182000,0.004200,-0.004100,0
TOI-782 b,TOI-782,1,1,1,2.73400000,0.08500000,-0.08500000,0,19.10000000,,,1,0.397000,0.010000,-0.010000,0
GJ 1214 b,GJ 1214,0,1,1,2.74000000,0.06000000,-0.05000000,0,6.37000000,0.87000000,-0.87000000,0,0.153000,0.010000,-0.009000,0
HD 3167 c,HD 3167,0,1,4,2.74000000,0.10600000,-0.10000000,0,8.33000000,1.79000000,-1.85000000,0,0.877000,0.024000,-0.024000,0
HIP 97166 b,HIP 97166,0,1,2,2.74000000,0.13000000,-0.13000000,0,20.00000000,1.50000000,-1.50000000,0,0.898000,0.054000,-0.054000,0
Kepler-276 d,Kepler-276,0,1,3,2.74000000,1.20000000,-0.26000000,0,18.40000000,21.10000000,-9.20000000,0,1.100000,,,0
Kepler-80 c,Kepler-80,1,1,6,2.74000000,0.12000000,-0.10000000,0,6.74000000,1.23000000,-0.86000000,0,0.730000,0.030000,-0.030000,0
TOI-251 b,TOI-251,1,1,1,2.74000000,0.18000000,-0.18000000,0,317.83000000,,,1,1.036000,0.013000,-0.009000,0
GJ 1214 b,GJ 1214,0,1,1,2.74200000,0.05000000,-0.05300000,0,8.17000000,0.43000000,-0.43000000,0,0.178000,0.010000,-0.010000,0
TOI-1824 b,TOI-1824,1,1,1,2.74382690,0.08672208,-0.07211466,0,16.00000000,2.60000000,-2.60000000,0,0.880100,0.019300,-0.022200,0
Kepler-20 d,Kepler-20,0,2,6,2.74400000,0.07300000,-0.05500000,0,10.07000000,3.97000000,-3.70000000,0,0.948000,0.051000,-0.051000,0
Kepler-25 b,Kepler-25,1,2,3,2.74800000,0.03800000,-0.03500000,0,8.70000000,2.50000000,-2.30000000,0,1.165000,0.027000,-0.029000,0
TOI-1448 b,TOI-1448,1,1,1,2.74900000,0.06700000,-0.06300000,0,19.50000000,,,1,0.372000,0.009000,-0.009000,0
K2-66 b,K2-66,0,1,1,2.75000000,0.16000000,-0.10000000,0,16.00000000,4.00000000,-4.00000000,0,1.060000,0.070000,-0.070000,0
Kepler-20 d,Kepler-20,0,2,6,2.75000000,0.17000000,-0.30000000,0,20.10000000,,,1,0.912000,0.034000,-0.034000,-1
TOI-1438 c,TOI-1438,1,1,2,2.75000000,0.14000000,-0.14000000,0,10.60000000,2.10000000,-2.10000000,0,0.876000,0.038000,-0.038000,0
TOI-125 c,TOI-125,1,1,3,2.75900000,0.10000000,-0.10000000,0,6.63000000,0.99000000,-0.99000000,0,0.859000,0.044000,-0.038000,0
Kepler-305 d,Kepler-305,1,1,4,2.76000000,0.12000000,-0.12000000,0,6.20000000,1.76000000,-1.34000000,0,0.827000,0.046000,-0.046000,0
TOI-1260 c,TOI-1260,1,1,3,2.76000000,0.07000000,-0.07000000,0,13.20000000,4.23000000,-4.23000000,0,0.679000,0.095000,-0.057000,0
TOI-969 b,TOI-969,1,1,2,2.76500000,0.08800000,-0.09700000,0,9.10000000,1.00000000,-1.00000000,0,0.734000,0.014000,-0.014000,0
TOI-1136 c,TOI-1136,0,1,6,2.76948277,0.07745317,-0.06719432,0,7.60000000,5.10000000,-5.00000000,0,1.040400,0.017400,-0.020400,0
EPIC 220674823 c,EPIC 220674823,0,1,2,2.77000000,0.37000000,-0.23000000,0,5.70000000,6.10000000,-6.10000000,0,0.920000,0.030000,-0.030000,0
Kepler-28 c,Kepler-28,0,1,2,2.77000000,0.44000000,-0.44000000,0,10.90000000,6.10000000,-4.50000000,0,0.590000,,,0
TOI-1751 b,TOI-1751,0,1,1,2.77000000,0.15000000,-0.07000000,0,14.50000000,3.15000000,-3.14000000,0,0.900000,0.030000,-0.030000,0
TOI-269 b,TOI-269,1,1,1,2.77000000,0.12000000,-0.12000000,0,8.80000000,1.40000000,-1.40000000,0,0.391700,0.009500,-0.009500,0
TOI-2076 b,TOI-2076,0,1,4,2.77062554,0.14256046,-0.09540438,0,16.10000000,8.30000000,-8.20000000,0,0.855700,0.020100,-0.021200,0
Kepler-26 b,Kepler-26,1,1,4,2.78000000,0.11000000,-0.11000000,0,5.12000000,0.65000000,-0.61000000,0,0.544000,0.025000,-0.025000,0
Kepler-58 b,Kepler-58,1,1,4,2.78000000,,,0,35.50000000,,,1,0.950000,,,0
AU Mic c,AU Mic,1,1,4,2.79000000,0.18000000,-0.17000000,0,14.46000000,3.24000000,-3.42000000,0,0.635000,0.040000,-0.070000,0
HD 73583 b,HD 73583,1,1,2,2.79000000,0.10000000,-0.10000000,0,10.20000000,3.40000000,-3.10000000,0,0.730000,0.020000,-0.020000,0
Kepler-326 c,Kepler-326,0,1,3,2.79000000,1.96000000,-1.31000000,0,17.40000000,15.40000000,-10.70000000,0,0.930000,,,0
Kepler-385 b,Kepler-385,0,1,3,2.79000000,1.62000000,-0.35000000,0,12.80000000,11.40000000,-6.80000000,0,1.090000,,,0
Kepler-50 c,Kepler-50,0,1,2,2.79000000,,,0,8.20000000,,,1,1.230000,,,0
Kepler-24 c,Kepler-24,0,1,4,2.80000000,,,0,508.50000000,,,1,1.030000,0.110000,-0.140000,0
Kepler-276 d,Kepler-276,1,1,3,2.80000000,1.23000000,-0.27000000,0,16.30000000,5.00000000,-4.30000000,0,1.100000,0.220000,-0.140000,0
Kepler-307 c,Kepler-307,0,1,2,2.80000000,1.05000000,-0.41000000,0,1.50000000,0.50000000,-0.40000000,0,0.980000,0.140000,-0.090000,0
Kepler-350 d,Kepler-350,1,1,3,2.80000000,1.28000000,-0.54000000,0,14.90000000,5.30000000,-4.70000000,0,1.000000,0.200000,-0.120000,0
Kepler-49 c,Kepler-49,0,1,4,2.80000000,0.30000000,-0.30000000,0,5.90000000,1.50000000,-1.50000000,0,0.500000,0.040000,-0.040000,0
Kepler-81 b,Kepler-81,0,1,3,2.80000000,0.09000000,-0.09000000,0,17.20000000,6.30000000,-5.50000000,0,0.682000,,,0
KOI-2513.01,KOI-2513,1,1,1,2.80224517,22.41796140,-0.56044903,0,7310.05336100,635.65681400,-635.65681400,0,0.910000,0.100000,-0.060000,0
Kepler-307 c,Kepler-307,0,1,2,2.81000000,1.05000000,-0.41000000,0,1.90000000,1.60000000,-1.00000000,0,0.980000,,,0
TOI-756 b,TOI-756,1,1,2,2.81000000,0.10000000,-0.10000000,0,9.83000000,1.80000000,-1.60000000,0,0.505000,0.019000,-0.019000,0
TOI-1260 c,TOI-1260,0,1,3,2.82000000,0.15000000,-0.15000000,0,11.80000000,3.40000000,-3.20000000,0,0.660000,0.010000,-0.010000,0
TOI-561 d,TOI-561,0,1,4,2.82000000,0.07000000,-0.07000000,0,13.20000000,1.00000000,-0.90000000,0,0.806000,0.036000,-0.036000,0
TOI-561 d,TOI-561,0,1,4,2.82000000,0.07000000,-0.07000000,0,12.15000000,1.10000000,-1.10000000,0,0.805000,0.030000,-0.030000,0
TOI-6054.02,TOI-6054,1,1,2,2.82000000,0.17000000,-0.16000000,0,9.30000000,1.90000000,-1.90000000,0,1.107000,0.040000,-0.040000,0
Kepler-276 c,Kepler-276,0,1,3,2.83000000,1.24000000,-0.27000000,0,25.20000000,15.50000000,-10.10000000,0,1.100000,,,0
TOI-2458 b,TOI-2458,1,1,2,2.83000000,0.20000000,-0.18000000,0,13.31000000,0.99000000,-0.96000000,0,1.050000,0.030000,-0.030000,0
EPIC 220674823 c,EPIC 220674823,0,1,2,2.83600000,0.08600000,-0.07300000,0,8.90000000,2.40000000,-2.40000000,0,0.950000,0.060000,-0.048000,0
EPIC 220674823 c,EPIC 220674823,0,1,2,2.84000000,0.10000000,-0.08000000,0,7.32000000,2.49000000,-2.38000000,0,0.913000,0.024000,-0.024000,0
HD 73583 b,HD 73583,0,1,2,2.84000000,0.16000000,-0.12000000,0,15.90000000,5.30000000,-3.90000000,0,0.702000,0.026000,-0.025000,0
Kepler-53 b,Kepler-53,0,1,3,2.84000000,1.10000000,-0.26000000,0,103.10000000,36.20000000,-31.00000000,0,1.020000,,,0
GJ 1214 b,GJ 1214,0,1,1,2.84708600,0.20176200,-0.20176200,0,6.26125100,0.85814100,-0.85814100,0,0.150000,0.011000,-0.011000,0
K2-199 c,K2-199,1,1,2,2.85000000,0.10000000,-0.09000000,0,12.40000000,2.30000000,-2.30000000,0,0.711000,0.022000,-0.024000,0
HD 110067 d,HD 110067,1,3,6,2.85200000,0.03900000,-0.03900000,0,8.52000000,3.31000000,-3.25000000,0,0.798000,0.042000,-0.042000,0
TOI-480 b,TOI-480,1,1,1,2.85372018,0.13233983,-0.10240654,0,20.80000000,4.40000000,-4.20000000,0,1.279300,0.028200,-0.028800,0
HD 136352 c,HD 136352,0,1,3,2.85700000,0.05800000,-0.05700000,0,11.22000000,0.60000000,-0.58000000,0,0.876000,0.026000,-0.032000,0
Kepler-58 c,Kepler-58,1,1,4,2.86000000,,,0,53.00000000,,,1,0.950000,,,0
TOI-2406 b,TOI-2406,1,1,1,2.86000000,0.06300000,-0.06900000,0,15.60000000,,,1,0.166000,0.004000,-0.004000,0
TOI-5789 c,TOI-5789,1,1,4,2.86000000,0.18000000,-0.15000000,0,5.00000000,0.50000000,-0.50000000,0,0.821000,0.032000,-0.027000,0
TOI-561 c,TOI-561,1,1,4,2.86500000,0.04100000,-0.04100000,0,5.93000000,0.67000000,-0.67000000,0,0.806000,0.036000,-0.036000,0
Kepler-11 c,Kepler-11,1,1,6,2.87000000,0.05000000,-0.06000000,0,2.90000000,2.90000000,-1.60000000,0,0.961000,0.025000,-0.025000,0
TOI-1052 b,TOI-1052,1,1,2,2.87000000,0.29000000,-0.24000000,0,16.90000000,1.70000000,-1.70000000,0,1.204000,0.025000,-0.025000,0
TOI-178 g,TOI-178,0,1,6,2.87000000,0.14000000,-0.13000000,0,3.94000000,1.31000000,-1.62000000,0,0.650000,0.027000,-0.029000,0
TOI-561 c,TOI-561,0,1,4,2.87800000,0.09600000,-0.09600000,0,5.40000000,0.98000000,-0.98000000,0,0.785000,0.018000,-0.018000,0
Kepler-391 c,Kepler-391,1,1,2,2.88000000,0.33000000,-0.33000000,0,450.00000000,,,1,1.270000,0.081000,-0.081000,0
HD 73344 b,HD 73344,1,1,3,2.88400000,0.08200000,-0.07200000,0,10.48000000,,,1,1.200000,0.020000,-0.020000,0
Kepler-53 b,Kepler-53,1,1,3,2.89000000,,,0,111.00000000,,,1,0.980000,,,0
Kepler-20 c,Kepler-20,1,2,6,2.89400000,0.03600000,-0.03300000,0,11.10000000,2.10000000,-2.10000000,0,0.929000,0.053000,-0.053000,0
HD 77946 b,HD 77946,1,1,1,2.89646124,0.18675590,-0.14235529,0,10.90000000,1.80000000,-1.70000000,0,1.197300,0.030800,-0.028900,0
HD 63935 c,HD 63935,0,1,2,2.90000000,0.13000000,-0.13000000,0,11.10000000,2.40000000,-2.40000000,0,0.933000,0.054000,-0.054000,0
Kepler-177 b,Kepler-177,0,1,2,2.90000000,1.52000000,-0.30000000,0,2.00000000,0.50000000,-0.30000000,0,1.070000,0.250000,-0.120000,0
Kepler-26 b,Kepler-26,0,1,4,2.90000000,0.21000000,-0.20000000,0,5.02000000,0.68000000,-0.64000000,0,0.540000,0.040000,-0.030000,0
Kepler-276 c,Kepler-276,1,1,3,2.90000000,1.27000000,-0.28000000,0,16.60000000,4.40000000,-3.60000000,0,1.100000,0.220000,-0.140000,0
Kepler-29 c,Kepler-29,0,1,2,2.90000000,0.40000000,-0.40000000,0,95.30000000,,,1,1.000000,0.120000,-0.120000,0
Kepler-79 e,Kepler-79,0,1,4,2.90000000,0.50000000,-0.40000000,0,3.40000000,1.00000000,-0.80000000,0,1.100000,0.100000,-0.100000,0
TOI-561 c,TOI-561,0,1,4,2.90000000,0.13000000,-0.13000000,0,7.00000000,2.30000000,-2.30000000,0,0.805000,0.030000,-0.030000,0
Kepler-107 e,Kepler-107,1,1,4,2.90300000,0.03500000,-0.03500000,0,14.10000000,3.30000000,-3.30000000,0,1.238000,0.029000,-0.029000,0
Kepler-107 e,Kepler-107,0,1,4,2.90300000,0.03500000,-0.03500000,0,8.60000000,3.60000000,-3.60000000,0,1.238000,0.029000,-0.029000,0
K2-138 f,K2-138,1,1,6,2.90400000,0.16400000,-0.11100000,0,1.63000000,2.12000000,-1.18000000,0,0.935000,0.019000,-0.023000,0
TOI-1221 b,TOI-1221,1,1,1,2.91000000,0.13000000,-0.12000000,0,1112.39942450,,,1,0.930000,0.220000,-0.220000,0
TOI-561 c,TOI-561,0,1,4,2.91000000,0.04000000,-0.04000000,0,5.39000000,0.69000000,-0.68000000,0,0.806000,0.036000,-0.036000,0
TOI-561 c,TOI-561,0,1,4,2.91000000,0.04000000,-0.04000000,0,6.60000000,0.73000000,-0.73000000,0,0.805000,0.030000,-0.030000,0
HD 63935 b,HD 63935,1,1,2,2.91575244,0.09298372,-0.07706553,0,10.50000000,1.60000000,-1.50000000,0,0.940600,0.034200,-0.031800,0
HD 136352 c,HD 136352,1,1,3,2.91600000,0.07500000,-0.07300000,0,11.24000000,0.65000000,-0.63000000,0,0.870000,0.040000,-0.040000,0
TOI-1203.01,TOI-1203,1,1,4,2.91800000,0.04600000,-0.04500000,0,7.39000000,0.62000000,-0.62000000,0,0.886000,0.036000,-0.036000,0
Kepler-277 b,Kepler-277,1,1,2,2.92000000,0.73000000,-0.63000000,0,87.30000000,41.70000000,-39.90000000,0,1.120000,0.190000,-0.110000,0
Kepler-277 b,Kepler-277,0,1,2,2.92000000,0.73000000,-0.63000000,0,78.10000000,69.80000000,-50.70000000,0,1.120000,,,0
HD 3167 c,HD 3167,0,1,4,2.92300000,0.09800000,-0.10900000,0,10.67000000,0.85000000,-0.81000000,0,0.852000,0.026000,-0.015000,0
TOI-824 b,TOI-824,1,1,1,2.92600000,0.20200000,-0.19100000,0,18.46700000,1.84300000,-1.87500000,0,0.710000,0.032000,-0.031000,0
TOI-561 c,TOI-561,0,1,4,2.92706747,0.20454034,-0.09961404,0,6.90000000,1.30000000,-1.20000000,0,0.760100,0.024500,-0.018700,0
K2-266 d,K2-266,1,2,4,2.93000000,0.14000000,-0.12000000,0,8.90000000,5.70000000,-3.80000000,0,0.686000,0.033000,-0.033000,0
Kepler-28 b,Kepler-28,0,1,2,2.93000000,0.46000000,-0.46000000,0,8.80000000,3.80000000,-3.10000000,0,0.590000,,,0
TOI-125 d,TOI-125,1,1,3,2.93000000,0.17000000,-0.17000000,0,13.60000000,1.20000000,-1.20000000,0,0.859000,0.044000,-0.038000,0
TOI-451 c,TOI-451,1,2,3,2.93000000,0.16000000,-0.16000000,0,3.70000000,3.20000000,-2.40000000,0,0.930000,0.040000,-0.040000,0
TOI-178 g,TOI-178,1,1,6,2.93900000,0.05700000,-0.05500000,0,4.40000000,0.39000000,-0.37000000,0,0.647000,0.030000,-0.029000,0
TOI-815 b,TOI-815,1,2,2,2.94000000,0.05000000,-0.05000000,0,7.60000000,1.50000000,-1.40000000,0,0.776000,0.036000,-0.036000,0
TOI-1751 b,TOI-1751,1,1,1,2.95078450,0.11061818,-0.08190008,0,19.50000000,3.50000000,-3.40000000,0,0.938200,0.036300,-0.032900,0
Kepler-11 d,Kepler-11,0,1,6,2.97000000,0.22000000,-0.18000000,0,6.70000000,3.00000000,-2.50000000,0,0.920000,,,0
HD 63935 b,HD 63935,0,1,2,2.99000000,0.14000000,-0.14000000,0,10.80000000,1.80000000,-1.80000000,0,0.933000,0.054000,-0.054000,0
Kepler-223 b,Kepler-223,1,1,4,2.99000000,0.18000000,-0.27000000,0,7.40000000,1.30000000,-1.10000000,0,1.125000,0.094000,-0.073000,0
Kepler-49 c,Kepler-49,0,1,4,2.99000000,0.07000000,-0.07000000,0,8.30000000,2.70000000,-2.20000000,0,0.623000,,,0
TOI-1803 b,TOI-1803,1,1,2,2.99000000,0.08000000,-0.08000000,0,10.32000000,1.66000000,-0.48000000,0,0.756000,0.050000,-0.042000,0
HD 191939 d,HD 191939,1,1,6,2.99500000,0.07000000,-0.07000000,0,2.80000000,0.60000000,-0.60000000,0,0.810000,0.040000,-0.040000,0
HD 3167 c,HD 3167,1,1,4,3.00000000,0.45000000,-0.21000000,0,11.13000000,0.78000000,-0.74000000,0,0.837000,0.053000,-0.043000,0
HIP 94235 b,HIP 94235,1,2,1,3.00000000,0.32000000,-0.28000000,0,379.00000000,,,1,1.094000,0.024000,-0.007000,0
K2-136 c,K2-136,1,2,3,3.00000000,0.13000000,-0.13000000,0,18.10000000,1.90000000,-1.80000000,0,0.742000,0.039000,-0.038000,0
Kepler-307 b,Kepler-307,0,1,2,3.00000000,0.30000000,-0.30000000,0,8.80000000,0.90000000,-0.90000000,0,0.900000,0.100000,-0.100000,0
Kepler-462 b,Kepler-462,1,1,2,3.00000000,0.20000000,-0.10000000,0,53.90000000,104.60000000,-23.80000000,0,1.590000,0.080000,-0.080000,0
Kepler-23 c,Kepler-23,1,1,3,3.00500000,0.07400000,-0.07400000,0,7.81000000,1.32000000,-1.20000000,0,1.078000,0.077000,-0.077000,0
EPIC 220674823 c,EPIC 220674823,0,1,2,3.01000000,0.15000000,-0.09000000,0,5.00000000,2.80000000,-2.90000000,0,0.910000,0.040000,-0.040000,0
HD 3167 c,HD 3167,0,1,4,3.01000000,0.42000000,-0.28000000,0,9.80000000,1.30000000,-1.24000000,0,0.860000,0.030000,-0.030000,0
HD 3167 c,HD 3167,0,1,4,3.01000000,0.28000000,-0.42000000,0,9.80000000,1.24000000,-1.30000000,0,0.866000,0.033000,-0.033000,0
K2-32 c,K2-32,0,2,4,3.01000000,0.13000000,-0.06000000,0,5.70000000,2.30000000,-2.40000000,0,0.840000,0.030000,-0.030000,0
K2-32 c,K2-32,0,2,4,3.01000000,0.25000000,-0.25000000,0,12.10000000,,,1,0.856000,0.028000,-0.028000,0
Kepler-307 b,Kepler-307,0,1,2,3.01000000,0.34000000,-0.32000000,0,8.81000000,0.92000000,-0.91000000,0,0.950000,0.060000,-0.050000,0
Kepler-414 c,Kepler-414,1,1,2,3.01000000,0.54000000,-0.25000000,0,29.90000000,12.40000000,-10.50000000,0,0.890000,,,0
Kepler-48 c,Kepler-48,0,1,5,3.01000000,0.37000000,-0.10000000,0,9.80000000,3.30000000,-3.40000000,0,0.960000,,,0
TOI-1246 b,TOI-1246,1,1,4,3.01000000,0.06000000,-0.06000000,0,8.10000000,1.10000000,-1.10000000,0,0.870000,0.030000,-0.030000,0
K2-138 g,K2-138,1,1,6,3.01300000,0.30300000,-0.25100000,0,4.32000000,5.26000000,-3.03000000,0,0.935000,0.019000,-0.023000,0
TOI-4010 b,TOI-4010,1,1,4,3.02000000,0.08000000,-0.08000000,0,11.00000000,1.29000000,-1.27000000,0,0.880000,0.030000,-0.030000,0
Kepler-289 d,Kepler-289,1,1,4,3.03000000,0.08000000,-0.08000000,0,5.33000000,0.43000000,-0.42000000,0,1.080000,0.020000,-0.020000,0
Kepler-326 b,Kepler-326,0,1,3,3.03000000,2.13000000,-1.42000000,0,44.60000000,47.70000000,-33.30000000,0,0.930000,,,0
Kepler-351 b,Kepler-351,0,1,3,3.03000000,1.33000000,-0.24000000,0,4.80000000,5.70000000,-4.70000000,0,0.910000,,,0
Kepler-47 b,Kepler-47,0,2,3,3.03000000,0.12000000,-0.12000000,0,636.00000000,,,1,1.049000,0.054000,-0.055000,0
TOI-220 b,TOI-220,1,1,1,3.03000000,0.15000000,-0.15000000,0,13.80000000,1.00000000,-1.00000000,0,0.825000,0.028000,-0.028000,0
TOI-1180 b,TOI-1180,0,1,1,3.03617429,0.18737356,-0.12995175,0,10.00000000,5.30000000,-5.40000000,0,0.779500,0.023700,-0.026800,0
HD 191939 d,HD 191939,0,1,6,3.04000000,0.07000000,-0.07000000,0,5.80000000,,,1,0.810000,0.040000,-0.040000,0
TOI-1438 b,TOI-1438,1,1,2,3.04000000,0.19000000,-0.19000000,0,9.40000000,1.80000000,-1.80000000,0,0.876000,0.038000,-0.038000,0
Kepler-20 c,Kepler-20,0,2,6,3.04700000,0.06400000,-0.05600000,0,12.75000000,2.17000000,-2.24000000,0,0.948000,0.051000,-0.051000,0
HD 152843 b,HD 152843,1,1,2,3.05000000,0.11000000,-0.11000000,0,9.82000000,1.71000000,-1.61000000,0,1.150000,0.040000,-0.040000,0
Kepler-47 b,Kepler-47,1,2,3,3.05000000,0.04000000,-0.04000000,0,2.07000000,23.70000000,-2.07000000,0,0.957000,0.013000,-0.015000,0
TOI-1736 b,TOI-1736,0,1,2,3.05000000,0.19000000,-0.19000000,0,11.90000000,1.60000000,-1.60000000,0,1.060000,0.080000,-0.080000,0
TOI-2141 b,TOI-2141,0,1,3,3.05000000,0.23000000,-0.23000000,0,24.00000000,4.00000000,-4.00000000,0,0.940000,0.020000,-0.020000,0
K2-290 b,K2-290,1,3,2,3.06000000,0.16000000,-0.16000000,0,10.90000000,,,1,1.194000,0.067000,-0.077000,0
TOI-1759 b,TOI-1759,0,1,1,3.06000000,0.22000000,-0.22000000,0,6.80000000,2.00000000,-2.00000000,0,0.610000,0.020000,-0.020000,0
HD 63935 c,HD 63935,1,1,2,3.06451296,0.08805710,-0.07912569,0,11.10000000,2.00000000,-1.90000000,0,0.940600,0.034200,-0.031800,0
Kepler-20 c,Kepler-20,0,2,6,3.07000000,0.20000000,-0.31000000,0,16.10000000,3.30000000,-3.70000000,0,0.912000,0.034000,-0.034000,-1
HD 191939 c,HD 191939,0,1,6,3.08000000,0.07000000,-0.07000000,0,7.20000000,1.40000000,-1.40000000,0,0.810000,0.040000,-0.040000,0
Kepler-170 b,Kepler-170,0,1,2,3.08000000,0.44000000,-0.15000000,0,82.60000000,67.50000000,-62.40000000,0,1.080000,,,0
TOI-5817 b,TOI-5817,1,2,1,3.08000000,0.14000000,-0.14000000,0,10.30000000,1.40000000,-1.30000000,0,0.970000,0.072000,-0.055000,0
TOI-1696 b,TOI-1696,1,1,1,3.09000000,0.11000000,-0.11000000,0,48.80000000,,,1,0.255000,0.006600,-0.006600,0
Kepler-177 b,Kepler-177,0,1,2,3.10000000,0.40000000,-0.40000000,0,5.40000000,1.00000000,-0.90000000,0,1.000000,0.100000,-0.100000,0
Kepler-279 d,Kepler-279,1,1,4,3.10000000,1.24000000,-0.30000000,0,37.50000000,5.50000000,-4.50000000,0,1.100000,0.160000,-0.130000,0
Kepler-282 e,Kepler-282,1,1,4,3.10000000,1.26000000,-0.25000000,0,56.20000000,16.20000000,-16.70000000,0,0.970000,0.100000,-0.120000,0
Kepler-350 c,Kepler-350,1,1,3,3.10000000,1.42000000,-0.60000000,0,6.10000000,3.30000000,-3.20000000,0,1.000000,0.200000,-0.120000,0
Kepler-385 c,Kepler-385,0,1,3,3.10000000,1.81000000,-0.39000000,0,13.20000000,16.80000000,-9.00000000,0,1.090000,,,0
Kepler-549 b,Kepler-549,0,1,3,3.10000000,0.40000000,-0.40000000,0,11.00000000,4.20000000,-3.20000000,0,0.900000,0.100000,-0.030000,0
TOI-1410.01,TOI-1410,1,1,2,3.10083009,0.22026793,-0.16123620,0,12.50000000,1.10000000,-1.00000000,0,0.794100,0.020900,-0.022500,0
HD 28109 d,HD 28109,1,1,3,3.11000000,0.15000000,-0.15000000,0,5.80000000,0.90000000,-1.10000000,1,1.227000,0.052000,-0.052000,0
Kepler-26 c,Kepler-26,0,1,4,3.11000000,0.14000000,-0.14000000,0,7.48000000,0.49000000,-0.48000000,0,0.593000,0.016000,-0.016000,0
HD 191939 d,HD 191939,0,1,6,3.11688960,0.07449867,-0.06526259,0,2.20000000,1.30000000,-1.30000000,0,0.822200,0.026800,-0.026100,0
HD 93963 A c,HD 93963 A,1,2,2,3.11976057,0.13502367,-0.10446158,0,18.40000000,3.20000000,-3.10000000,0,1.084400,0.025200,-0.031400,0
Kepler-11 d,Kepler-11,1,1,6,3.12000000,0.06000000,-0.07000000,0,7.30000000,0.80000000,-1.50000000,0,0.961000,0.025000,-0.025000,0
Kepler-53 c,Kepler-53,0,1,3,3.12000000,1.20000000,-0.29000000,0,35.50000000,19.00000000,-14.80000000,0,1.020000,,,0
TOI-1260 d,TOI-1260,1,1,3,3.12000000,0.08000000,-0.08000000,0,11.84000000,7.79000000,-7.79000000,0,0.679000,0.095000,-0.057000,0
TOI-1759 b,TOI-1759,0,1,1,3.12029598,0.12289074,-0.08048100,0,15.00000000,,,1,0.566600,0.009900,-0.007800,0
Kepler-104 b,Kepler-104,0,2,3,3.13000000,0.52000000,-0.70000000,0,19.60000000,14.50000000,-12.40000000,0,0.810000,,,0
K2-32 c,K2-32,1,2,4,3.13400000,0.12300000,-0.10200000,0,8.10000000,2.40000000,-2.40000000,0,0.830000,0.020000,-0.020000,0
